"date","AGG"
"2011-04-06","104.68"
"2011-04-07","104.70"
"2011-04-08","104.67"
"2011-04-11","104.71"
"2011-04-12","105.03"
"2011-04-13","105.21"
"2011-04-14","105.12"
"2011-04-15","105.52"
"2011-04-18","105.72"
"2011-04-19","105.80"
"2011-04-20","105.64"
"2011-04-21","105.63"
"2011-04-25","105.84"
"2011-04-26","106.06"
"2011-04-27","105.90"
"2011-04-28","106.17"
"2011-04-29","106.27"
"2011-05-02","106.03"
"2011-05-03","106.16"
"2011-05-04","106.28"
"2011-05-05","106.52"
"2011-05-06","106.57"
"2011-05-09","106.67"
"2011-05-10","106.44"
"2011-05-11","106.63"
"2011-05-12","106.45"
"2011-05-13","106.61"
"2011-05-16","106.83"
"2011-05-17","106.98"
"2011-05-18","106.74"
"2011-05-19","106.76"
"2011-05-20","106.84"
"2011-05-23","106.91"
"2011-05-24","106.95"
"2011-05-25","106.92"
"2011-05-26","107.25"
"2011-05-27","107.20"
"2011-05-31","107.33"
"2011-06-01","107.38"
"2011-06-02","107.05"
"2011-06-03","107.19"
"2011-06-06","107.16"
"2011-06-07","107.20"
"2011-06-08","107.42"
"2011-06-09","107.21"
"2011-06-10","107.30"
"2011-06-13","107.23"
"2011-06-14","106.80"
"2011-06-15","107.30"
"2011-06-16","107.40"
"2011-06-17","107.30"
"2011-06-20","107.26"
"2011-06-21","107.23"
"2011-06-22","107.30"
"2011-06-23","107.58"
"2011-06-24","107.63"
"2011-06-27","107.32"
"2011-06-28","106.89"
"2011-06-29","106.76"
"2011-06-30","106.66"
"2011-07-01","106.24"
"2011-07-05","106.56"
"2011-07-06","106.69"
"2011-07-07","106.45"
"2011-07-08","107.07"
"2011-07-11","107.38"
"2011-07-12","107.41"
"2011-07-13","107.54"
"2011-07-14","107.33"
"2011-07-15","107.39"
"2011-07-18","107.31"
"2011-07-19","107.44"
"2011-07-20","107.30"
"2011-07-21","107.09"
"2011-07-22","107.32"
"2011-07-25","107.14"
"2011-07-26","107.38"
"2011-07-27","107.22"
"2011-07-28","107.39"
"2011-07-29","108.01"
"2011-08-01","108.02"
"2011-08-02","108.53"
"2011-08-03","108.60"
"2011-08-04","109.09"
"2011-08-05","108.49"
"2011-08-08","108.97"
"2011-08-09","109.49"
"2011-08-10","109.84"
"2011-08-11","109.05"
"2011-08-12","109.47"
"2011-08-15","109.24"
"2011-08-16","109.52"
"2011-08-17","109.73"
"2011-08-18","109.93"
"2011-08-19","109.87"
"2011-08-22","109.74"
"2011-08-23","109.39"
"2011-08-24","108.83"
"2011-08-25","109.01"
"2011-08-26","109.21"
"2011-08-29","108.94"
"2011-08-30","109.40"
"2011-08-31","109.28"
"2011-09-01","109.42"
"2011-09-02","109.91"
"2011-09-06","109.93"
"2011-09-07","109.71"
"2011-09-08","109.83"
"2011-09-09","110.08"
"2011-09-12","109.91"
"2011-09-13","109.67"
"2011-09-14","109.68"
"2011-09-15","109.46"
"2011-09-16","109.52"
"2011-09-19","110.03"
"2011-09-20","109.95"
"2011-09-21","110.32"
"2011-09-22","110.86"
"2011-09-23","110.28"
"2011-09-26","109.83"
"2011-09-27","109.41"
"2011-09-28","109.51"
"2011-09-29","109.70"
"2011-09-30","109.84"
"2011-10-03","110.19"
"2011-10-04","109.92"
"2011-10-05","109.48"
"2011-10-06","109.25"
"2011-10-07","108.94"
"2011-10-10","108.97"
"2011-10-11","108.79"
"2011-10-12","108.60"
"2011-10-13","108.94"
"2011-10-14","108.74"
"2011-10-17","109.07"
"2011-10-18","109.07"
"2011-10-19","109.14"
"2011-10-20","109.10"
"2011-10-21","109.05"
"2011-10-24","108.95"
"2011-10-25","109.52"
"2011-10-26","109.26"
"2011-10-27","108.74"
"2011-10-28","109.22"
"2011-10-31","109.75"
"2011-11-01","110.03"
"2011-11-02","109.99"
"2011-11-03","109.76"
"2011-11-04","109.87"
"2011-11-07","110.00"
"2011-11-08","109.68"
"2011-11-09","109.91"
"2011-11-10","109.57"
"2011-11-11","109.58"
"2011-11-14","109.65"
"2011-11-15","109.49"
"2011-11-16","109.61"
"2011-11-17","109.75"
"2011-11-18","109.56"
"2011-11-21","109.65"
"2011-11-22","109.68"
"2011-11-23","109.82"
"2011-11-25","109.44"
"2011-11-28","109.60"
"2011-11-29","109.50"
"2011-11-30","109.38"
"2011-12-01","108.55"
"2011-12-02","108.96"
"2011-12-05","109.07"
"2011-12-06","108.93"
"2011-12-07","109.27"
"2011-12-08","109.48"
"2011-12-09","109.12"
"2011-12-12","109.30"
"2011-12-13","109.47"
"2011-12-14","109.70"
"2011-12-15","109.61"
"2011-12-16","109.83"
"2011-12-19","109.98"
"2011-12-20","109.60"
"2011-12-21","109.39"
"2011-12-22","109.46"
"2011-12-23","109.13"
"2011-12-27","109.25"
"2011-12-28","109.72"
"2011-12-29","109.79"
"2011-12-30","109.92"
"2012-01-03","109.68"
"2012-01-04","109.62"
"2012-01-05","109.60"
"2012-01-06","109.77"
"2012-01-09","109.84"
"2012-01-10","109.86"
"2012-01-11","110.12"
"2012-01-12","110.06"
"2012-01-13","110.38"
"2012-01-17","110.43"
"2012-01-18","110.23"
"2012-01-19","110.01"
"2012-01-20","109.82"
"2012-01-23","109.74"
"2012-01-24","109.76"
"2012-01-25","110.00"
"2012-01-26","110.36"
"2012-01-27","110.49"
"2012-01-30","110.73"
"2012-01-31","110.91"
"2012-02-01","110.48"
"2012-02-02","110.57"
"2012-02-03","110.16"
"2012-02-06","110.45"
"2012-02-07","110.23"
"2012-02-08","110.27"
"2012-02-09","110.11"
"2012-02-10","110.36"
"2012-02-13","110.32"
"2012-02-14","110.59"
"2012-02-15","110.55"
"2012-02-16","110.20"
"2012-02-17","110.18"
"2012-02-21","110.07"
"2012-02-22","110.29"
"2012-02-23","110.37"
"2012-02-24","110.42"
"2012-02-27","110.67"
"2012-02-28","110.68"
"2012-02-29","110.58"
"2012-03-01","110.12"
"2012-03-02","110.34"
"2012-03-05","110.23"
"2012-03-06","110.41"
"2012-03-07","110.24"
"2012-03-08","110.13"
"2012-03-09","110.07"
"2012-03-12","110.13"
"2012-03-13","109.84"
"2012-03-14","109.20"
"2012-03-15","109.28"
"2012-03-16","109.28"
"2012-03-19","108.98"
"2012-03-20","108.99"
"2012-03-21","109.35"
"2012-03-22","109.38"
"2012-03-23","109.52"
"2012-03-26","109.54"
"2012-03-27","109.78"
"2012-03-28","109.76"
"2012-03-29","109.89"
"2012-03-30","109.64"
"2012-04-02","109.50"
"2012-04-03","109.13"
"2012-04-04","109.28"
"2012-04-05","109.49"
"2012-04-09","110.07"
"2012-04-10","110.23"
"2012-04-11","110.06"
"2012-04-12","110.03"
"2012-04-13","110.27"
"2012-04-16","110.38"
"2012-04-17","110.24"
"2012-04-18","110.36"
"2012-04-19","110.45"
"2012-04-20","110.37"
"2012-04-23","110.51"
"2012-04-24","110.40"
"2012-04-25","110.34"
"2012-04-26","110.43"
"2012-04-27","110.52"
"2012-04-30","110.61"
"2012-05-01","110.23"
"2012-05-02","110.42"
"2012-05-03","110.47"
"2012-05-04","110.63"
"2012-05-07","110.64"
"2012-05-08","110.76"
"2012-05-09","110.67"
"2012-05-10","110.61"
"2012-05-11","110.73"
"2012-05-14","110.88"
"2012-05-15","110.88"
"2012-05-16","110.87"
"2012-05-17","111.03"
"2012-05-18","110.96"
"2012-05-21","110.88"
"2012-05-22","110.61"
"2012-05-23","110.87"
"2012-05-24","110.71"
"2012-05-25","110.75"
"2012-05-29","110.82"
"2012-05-30","111.24"
"2012-05-31","111.38"
"2012-06-01","111.48"
"2012-06-04","111.24"
"2012-06-05","111.10"
"2012-06-06","110.82"
"2012-06-07","110.85"
"2012-06-08","110.86"
"2012-06-11","111.10"
"2012-06-12","110.86"
"2012-06-13","111.09"
"2012-06-14","111.04"
"2012-06-15","111.19"
"2012-06-18","111.23"
"2012-06-19","111.11"
"2012-06-20","111.08"
"2012-06-21","111.25"
"2012-06-22","111.05"
"2012-06-25","111.34"
"2012-06-26","111.24"
"2012-06-27","111.28"
"2012-06-28","111.43"
"2012-06-29","111.15"
"2012-07-02","111.33"
"2012-07-03","111.16"
"2012-07-05","111.31"
"2012-07-06","111.53"
"2012-07-09","111.69"
"2012-07-10","111.85"
"2012-07-11","111.90"
"2012-07-12","111.98"
"2012-07-13","111.95"
"2012-07-16","112.16"
"2012-07-17","112.05"
"2012-07-18","112.27"
"2012-07-19","112.21"
"2012-07-20","112.42"
"2012-07-23","112.46"
"2012-07-24","112.58"
"2012-07-25","112.60"
"2012-07-26","112.56"
"2012-07-27","112.07"
"2012-07-30","112.38"
"2012-07-31","112.46"
"2012-08-01","112.06"
"2012-08-02","112.30"
"2012-08-03","111.91"
"2012-08-06","112.05"
"2012-08-07","111.75"
"2012-08-08","111.68"
"2012-08-09","111.67"
"2012-08-10","111.80"
"2012-08-13","111.80"
"2012-08-14","111.49"
"2012-08-15","111.13"
"2012-08-16","110.98"
"2012-08-17","111.09"
"2012-08-20","111.15"
"2012-08-21","111.21"
"2012-08-22","111.62"
"2012-08-23","111.82"
"2012-08-24","111.73"
"2012-08-27","111.89"
"2012-08-28","111.95"
"2012-08-29","111.86"
"2012-08-30","112.01"
"2012-08-31","112.28"
"2012-09-04","112.05"
"2012-09-05","112.00"
"2012-09-06","111.69"
"2012-09-07","111.76"
"2012-09-10","111.69"
"2012-09-11","111.68"
"2012-09-12","111.45"
"2012-09-13","111.59"
"2012-09-14","111.27"
"2012-09-17","111.43"
"2012-09-18","111.50"
"2012-09-19","111.65"
"2012-09-20","111.70"
"2012-09-21","111.78"
"2012-09-24","111.96"
"2012-09-25","112.10"
"2012-09-26","112.29"
"2012-09-27","112.18"
"2012-09-28","112.17"
"2012-10-01","112.06"
"2012-10-02","112.11"
"2012-10-03","112.11"
"2012-10-04","111.94"
"2012-10-05","111.73"
"2012-10-08","111.76"
"2012-10-09","111.84"
"2012-10-10","111.95"
"2012-10-11","112.08"
"2012-10-12","112.16"
"2012-10-15","112.18"
"2012-10-16","112.00"
"2012-10-17","111.74"
"2012-10-18","111.71"
"2012-10-19","111.95"
"2012-10-22","111.84"
"2012-10-23","111.90"
"2012-10-24","111.89"
"2012-10-25","111.65"
"2012-10-26","111.92"
"2012-10-31","112.19"
"2012-11-01","111.81"
"2012-11-02","111.78"
"2012-11-05","111.95"
"2012-11-06","111.67"
"2012-11-07","112.02"
"2012-11-08","112.16"
"2012-11-09","112.14"
"2012-11-12","112.17"
"2012-11-13","112.19"
"2012-11-14","112.16"
"2012-11-15","112.13"
"2012-11-16","112.16"
"2012-11-19","112.06"
"2012-11-20","111.91"
"2012-11-21","111.81"
"2012-11-23","111.81"
"2012-11-26","111.95"
"2012-11-27","112.03"
"2012-11-28","112.10"
"2012-11-29","112.08"
"2012-11-30","112.12"
"2012-12-03","111.42"
"2012-12-04","111.54"
"2012-12-05","111.59"
"2012-12-06","111.61"
"2012-12-07","111.44"
"2012-12-10","111.52"
"2012-12-11","111.43"
"2012-12-12","111.26"
"2012-12-13","111.18"
"2012-12-14","111.27"
"2012-12-17","111.06"
"2012-12-18","110.82"
"2012-12-19","110.99"
"2012-12-20","111.01"
"2012-12-21","111.19"
"2012-12-24","111.12"
"2012-12-26","110.95"
"2012-12-27","111.16"
"2012-12-28","111.17"
"2012-12-31","111.05"
"2013-01-02","110.90"
"2013-01-03","110.69"
"2013-01-04","110.66"
"2013-01-07","110.75"
"2013-01-08","110.78"
"2013-01-09","110.84"
"2013-01-10","110.70"
"2013-01-11","110.80"
"2013-01-14","110.87"
"2013-01-15","110.93"
"2013-01-16","110.93"
"2013-01-17","110.73"
"2013-01-18","110.85"
"2013-01-22","110.91"
"2013-01-23","110.91"
"2013-01-24","110.87"
"2013-01-25","110.44"
"2013-01-28","110.37"
"2013-01-29","110.32"
"2013-01-30","110.26"
"2013-01-31","110.34"
"2013-02-01","110.02"
"2013-02-04","110.19"
"2013-02-05","110.02"
"2013-02-06","110.20"
"2013-02-07","110.23"
"2013-02-08","110.18"
"2013-02-11","110.24"
"2013-02-12","110.09"
"2013-02-13","109.99"
"2013-02-14","110.18"
"2013-02-15","110.14"
"2013-02-19","110.10"
"2013-02-20","110.12"
"2013-02-21","110.25"
"2013-02-22","110.30"
"2013-02-25","110.61"
"2013-02-26","110.67"
"2013-02-27","110.60"
"2013-02-28","110.68"
"2013-03-01","110.55"
"2013-03-04","110.48"
"2013-03-05","110.42"
"2013-03-06","110.24"
"2013-03-07","110.01"
"2013-03-08","109.78"
"2013-03-11","109.81"
"2013-03-12","109.97"
"2013-03-13","109.99"
"2013-03-14","109.96"
"2013-03-15","110.08"
"2013-03-18","110.23"
"2013-03-19","110.43"
"2013-03-20","110.28"
"2013-03-21","110.31"
"2013-03-22","110.36"
"2013-03-25","110.38"
"2013-03-26","110.40"
"2013-03-27","110.57"
"2013-03-28","110.51"
"2013-04-01","110.37"
"2013-04-02","110.30"
"2013-04-03","110.52"
"2013-04-04","110.81"
"2013-04-05","111.11"
"2013-04-08","110.98"
"2013-04-09","110.95"
"2013-04-10","110.73"
"2013-04-11","110.81"
"2013-04-12","111.08"
"2013-04-15","111.18"
"2013-04-16","111.11"
"2013-04-17","111.17"
"2013-04-18","111.23"
"2013-04-19","111.17"
"2013-04-22","111.22"
"2013-04-23","111.23"
"2013-04-24","111.25"
"2013-04-25","111.20"
"2013-04-26","111.40"
"2013-04-29","111.41"
"2013-04-30","111.39"
"2013-05-01","111.33"
"2013-05-02","111.34"
"2013-05-03","110.85"
"2013-05-06","110.77"
"2013-05-07","110.72"
"2013-05-08","110.82"
"2013-05-09","110.76"
"2013-05-10","110.37"
"2013-05-13","110.30"
"2013-05-14","110.18"
"2013-05-15","110.19"
"2013-05-16","110.54"
"2013-05-17","110.14"
"2013-05-20","110.10"
"2013-05-21","110.21"
"2013-05-22","109.88"
"2013-05-23","109.88"
"2013-05-24","109.90"
"2013-05-28","109.34"
"2013-05-29","109.34"
"2013-05-30","109.33"
"2013-05-31","109.14"
"2013-06-03","109.00"
"2013-06-04","108.82"
"2013-06-05","108.86"
"2013-06-06","108.97"
"2013-06-07","108.60"
"2013-06-10","108.43"
"2013-06-11","108.46"
"2013-06-12","108.28"
"2013-06-13","108.55"
"2013-06-14","108.85"
"2013-06-17","108.69"
"2013-06-18","108.68"
"2013-06-19","108.03"
"2013-06-20","107.36"
"2013-06-21","106.87"
"2013-06-24","106.60"
"2013-06-25","106.41"
"2013-06-26","106.69"
"2013-06-27","107.09"
"2013-06-28","107.20"
"2013-07-01","107.09"
"2013-07-02","107.17"
"2013-07-03","106.99"
"2013-07-05","105.89"
"2013-07-08","106.35"
"2013-07-09","106.51"
"2013-07-10","106.26"
"2013-07-11","106.83"
"2013-07-12","106.71"
"2013-07-15","107.00"
"2013-07-16","107.13"
"2013-07-17","107.34"
"2013-07-18","107.18"
"2013-07-19","107.46"
"2013-07-22","107.54"
"2013-07-23","107.43"
"2013-07-24","107.09"
"2013-07-25","107.00"
"2013-07-26","107.24"
"2013-07-29","107.14"
"2013-07-30","107.08"
"2013-07-31","107.14"
"2013-08-01","106.35"
"2013-08-02","106.93"
"2013-08-05","106.81"
"2013-08-06","106.78"
"2013-08-07","106.95"
"2013-08-08","107.06"
"2013-08-09","107.08"
"2013-08-12","106.99"
"2013-08-13","106.49"
"2013-08-14","106.51"
"2013-08-15","106.23"
"2013-08-16","105.86"
"2013-08-19","105.57"
"2013-08-20","105.87"
"2013-08-21","105.67"
"2013-08-22","105.47"
"2013-08-23","105.90"
"2013-08-26","106.08"
"2013-08-27","106.45"
"2013-08-28","106.14"
"2013-08-29","106.34"
"2013-08-30","106.39"
"2013-09-03","105.75"
"2013-09-04","105.50"
"2013-09-05","104.99"
"2013-09-06","105.24"
"2013-09-09","105.56"
"2013-09-10","105.27"
"2013-09-11","105.49"
"2013-09-12","105.56"
"2013-09-13","105.60"
"2013-09-16","105.80"
"2013-09-17","105.91"
"2013-09-18","106.70"
"2013-09-19","106.57"
"2013-09-20","106.64"
"2013-09-23","106.77"
"2013-09-24","107.08"
"2013-09-25","107.25"
"2013-09-26","107.10"
"2013-09-27","107.21"
"2013-09-30","107.19"
"2013-10-01","106.88"
"2013-10-02","106.99"
"2013-10-03","107.09"
"2013-10-04","106.93"
"2013-10-07","107.02"
"2013-10-08","106.99"
"2013-10-09","106.95"
"2013-10-10","106.90"
"2013-10-11","106.96"
"2013-10-14","106.99"
"2013-10-15","106.82"
"2013-10-16","107.11"
"2013-10-17","107.54"
"2013-10-18","107.54"
"2013-10-21","107.47"
"2013-10-22","107.89"
"2013-10-23","107.98"
"2013-10-24","107.84"
"2013-10-25","107.93"
"2013-10-28","107.93"
"2013-10-29","107.93"
"2013-10-30","107.87"
"2013-10-31","107.84"
"2013-11-01","107.35"
"2013-11-04","107.46"
"2013-11-05","107.17"
"2013-11-06","107.27"
"2013-11-07","107.42"
"2013-11-08","106.80"
"2013-11-11","106.83"
"2013-11-12","106.72"
"2013-11-13","106.94"
"2013-11-14","107.20"
"2013-11-15","107.23"
"2013-11-18","107.46"
"2013-11-19","107.29"
"2013-11-20","106.99"
"2013-11-21","107.05"
"2013-11-22","107.18"
"2013-11-25","107.22"
"2013-11-26","107.40"
"2013-11-27","107.24"
"2013-11-29","107.24"
"2013-12-02","106.78"
"2013-12-03","106.86"
"2013-12-04","106.54"
"2013-12-05","106.48"
"2013-12-06","106.50"
"2013-12-09","106.67"
"2013-12-10","106.96"
"2013-12-11","106.73"
"2013-12-12","106.59"
"2013-12-13","106.66"
"2013-12-16","106.67"
"2013-12-17","106.86"
"2013-12-18","106.70"
"2013-12-19","106.57"
"2013-12-20","106.76"
"2013-12-23","106.65"
"2013-12-24","106.37"
"2013-12-26","106.14"
"2013-12-27","106.12"
"2013-12-30","106.33"
"2013-12-31","106.21"
"2014-01-02","106.32"
"2014-01-03","106.29"
"2014-01-06","106.48"
"2014-01-07","106.61"
"2014-01-08","106.32"
"2014-01-09","106.44"
"2014-01-10","107.00"
"2014-01-13","107.21"
"2014-01-14","106.94"
"2014-01-15","106.87"
"2014-01-16","107.07"
"2014-01-17","107.16"
"2014-01-21","107.21"
"2014-01-22","107.01"
"2014-01-23","107.39"
"2014-01-24","107.50"
"2014-01-27","107.35"
"2014-01-28","107.47"
"2014-01-29","107.79"
"2014-01-30","107.70"
"2014-01-31","107.81"
"2014-02-03","108.02"
"2014-02-04","107.81"
"2014-02-05","107.62"
"2014-02-06","107.53"
"2014-02-07","107.75"
"2014-02-10","107.77"
"2014-02-11","107.60"
"2014-02-12","107.39"
"2014-02-13","107.65"
"2014-02-14","107.58"
"2014-02-18","107.76"
"2014-02-19","107.65"
"2014-02-20","107.53"
"2014-02-21","107.65"
"2014-02-24","107.61"
"2014-02-25","107.89"
"2014-02-26","108.05"
"2014-02-27","108.23"
"2014-02-28","108.19"
"2014-03-03","108.19"
"2014-03-04","107.81"
"2014-03-05","107.81"
"2014-03-06","107.62"
"2014-03-07","107.36"
"2014-03-10","107.41"
"2014-03-11","107.47"
"2014-03-12","107.64"
"2014-03-13","108.00"
"2014-03-14","107.98"
"2014-03-17","107.74"
"2014-03-18","107.85"
"2014-03-19","107.39"
"2014-03-20","107.35"
"2014-03-21","107.53"
"2014-03-24","107.61"
"2014-03-25","107.64"
"2014-03-26","107.85"
"2014-03-27","107.99"
"2014-03-28","107.82"
"2014-03-31","107.79"
"2014-04-01","107.48"
"2014-04-02","107.27"
"2014-04-03","107.37"
"2014-04-04","107.73"
"2014-04-07","107.92"
"2014-04-08","108.00"
"2014-04-09","108.04"
"2014-04-10","108.38"
"2014-04-11","108.43"
"2014-04-14","108.33"
"2014-04-15","108.37"
"2014-04-16","108.32"
"2014-04-17","107.98"
"2014-04-21","107.97"
"2014-04-22","108.00"
"2014-04-23","108.23"
"2014-04-24","108.26"
"2014-04-25","108.37"
"2014-04-28","108.34"
"2014-04-29","108.23"
"2014-04-30","108.50"
"2014-05-01","108.55"
"2014-05-02","108.61"
"2014-05-05","108.52"
"2014-05-06","108.64"
"2014-05-07","108.70"
"2014-05-08","108.77"
"2014-05-09","108.63"
"2014-05-12","108.50"
"2014-05-13","108.68"
"2014-05-14","109.07"
"2014-05-15","109.22"
"2014-05-16","109.12"
"2014-05-19","109.06"
"2014-05-20","109.21"
"2014-05-21","109.09"
"2014-05-22","109.01"
"2014-05-23","109.12"
"2014-05-27","109.26"
"2014-05-28","109.67"
"2014-05-29","109.57"
"2014-05-30","109.54"
"2014-06-02","108.97"
"2014-06-03","108.70"
"2014-06-04","108.68"
"2014-06-05","108.81"
"2014-06-06","108.76"
"2014-06-09","108.70"
"2014-06-10","108.59"
"2014-06-11","108.59"
"2014-06-12","108.86"
"2014-06-13","108.76"
"2014-06-16","108.83"
"2014-06-17","108.54"
"2014-06-18","108.74"
"2014-06-19","108.77"
"2014-06-20","108.80"
"2014-06-23","108.83"
"2014-06-24","108.99"
"2014-06-25","109.13"
"2014-06-26","109.31"
"2014-06-27","109.27"
"2014-06-30","109.39"
"2014-07-01","108.94"
"2014-07-02","108.63"
"2014-07-03","108.50"
"2014-07-07","108.65"
"2014-07-08","108.88"
"2014-07-09","108.98"
"2014-07-10","109.04"
"2014-07-11","109.13"
"2014-07-14","108.98"
"2014-07-15","108.94"
"2014-07-16","108.96"
"2014-07-17","109.25"
"2014-07-18","109.20"
"2014-07-21","109.24"
"2014-07-22","109.33"
"2014-07-23","109.34"
"2014-07-24","109.10"
"2014-07-25","109.31"
"2014-07-28","109.23"
"2014-07-29","109.38"
"2014-07-30","108.94"
"2014-07-31","108.94"
"2014-08-01","108.98"
"2014-08-04","109.06"
"2014-08-05","109.08"
"2014-08-06","109.07"
"2014-08-07","109.31"
"2014-08-08","109.29"
"2014-08-11","109.29"
"2014-08-12","109.21"
"2014-08-13","109.39"
"2014-08-14","109.55"
"2014-08-15","109.78"
"2014-08-18","109.56"
"2014-08-19","109.47"
"2014-08-20","109.37"
"2014-08-21","109.51"
"2014-08-22","109.54"
"2014-08-25","109.61"
"2014-08-26","109.62"
"2014-08-27","109.79"
"2014-08-28","109.94"
"2014-08-29","109.93"
"2014-09-02","109.41"
"2014-09-03","109.47"
"2014-09-04","109.28"
"2014-09-05","109.23"
"2014-09-08","109.22"
"2014-09-09","109.05"
"2014-09-10","108.87"
"2014-09-11","108.90"
"2014-09-12","108.52"
"2014-09-15","108.62"
"2014-09-16","108.63"
"2014-09-17","108.56"
"2014-09-18","108.48"
"2014-09-19","108.71"
"2014-09-22","108.84"
"2014-09-23","108.99"
"2014-09-24","108.81"
"2014-09-25","109.09"
"2014-09-26","108.94"
"2014-09-29","109.08"
"2014-09-30","108.98"
"2014-10-01","109.33"
"2014-10-02","109.19"
"2014-10-03","109.19"
"2014-10-06","109.36"
"2014-10-07","109.70"
"2014-10-08","109.84"
"2014-10-09","109.84"
"2014-10-10","109.89"
"2014-10-13","109.91"
"2014-10-14","110.36"
"2014-10-15","110.87"
"2014-10-16","110.50"
"2014-10-17","110.38"
"2014-10-20","110.50"
"2014-10-21","110.43"
"2014-10-22","110.33"
"2014-10-23","110.09"
"2014-10-24","110.10"
"2014-10-27","110.21"
"2014-10-28","110.09"
"2014-10-29","109.89"
"2014-10-30","109.98"
"2014-10-31","109.86"
"2014-11-03","109.60"
"2014-11-04","109.61"
"2014-11-05","109.59"
"2014-11-06","109.47"
"2014-11-07","109.75"
"2014-11-10","109.54"
"2014-11-11","109.55"
"2014-11-12","109.58"
"2014-11-13","109.64"
"2014-11-14","109.75"
"2014-11-17","109.69"
"2014-11-18","109.71"
"2014-11-19","109.57"
"2014-11-20","109.69"
"2014-11-21","109.85"
"2014-11-24","109.93"
"2014-11-25","110.18"
"2014-11-26","110.28"
"2014-11-28","110.44"
"2014-12-01","110.10"
"2014-12-02","109.72"
"2014-12-03","109.72"
"2014-12-04","109.87"
"2014-12-05","109.60"
"2014-12-08","109.84"
"2014-12-09","109.95"
"2014-12-10","110.15"
"2014-12-11","110.08"
"2014-12-12","110.39"
"2014-12-15","110.24"
"2014-12-16","110.36"
"2014-12-17","110.10"
"2014-12-18","109.96"
"2014-12-19","110.10"
"2014-12-22","110.21"
"2014-12-23","109.78"
"2014-12-24","109.45"
"2014-12-26","109.53"
"2014-12-29","109.75"
"2014-12-30","109.85"
"2014-12-31","109.93"
"2015-01-02","110.19"
"2015-01-05","110.54"
"2015-01-06","110.89"
"2015-01-07","110.93"
"2015-01-08","110.68"
"2015-01-09","110.90"
"2015-01-12","111.16"
"2015-01-13","111.25"
"2015-01-14","111.44"
"2015-01-15","111.72"
"2015-01-16","111.44"
"2015-01-20","111.52"
"2015-01-21","111.33"
"2015-01-22","111.23"
"2015-01-23","111.60"
"2015-01-26","111.54"
"2015-01-27","111.57"
"2015-01-28","112.04"
"2015-01-29","111.89"
"2015-01-30","112.27"
"2015-02-02","112.13"
"2015-02-03","111.65"
"2015-02-04","111.60"
"2015-02-05","111.54"
"2015-02-06","110.97"
"2015-02-09","110.96"
"2015-02-10","110.76"
"2015-02-11","110.77"
"2015-02-12","110.85"
"2015-02-13","110.70"
"2015-02-17","110.15"
"2015-02-18","110.55"
"2015-02-19","110.38"
"2015-02-20","110.30"
"2015-02-23","110.67"
"2015-02-24","111.05"
"2015-02-25","111.13"
"2015-02-26","110.90"
"2015-02-27","111.00"
"2015-03-02","110.45"
"2015-03-03","110.29"
"2015-03-04","110.32"
"2015-03-05","110.40"
"2015-03-06","109.75"
"2015-03-09","109.97"
"2015-03-10","110.25"
"2015-03-11","110.34"
"2015-03-12","110.42"
"2015-03-13","110.33"
"2015-03-16","110.38"
"2015-03-17","110.52"
"2015-03-18","111.09"
"2015-03-19","110.97"
"2015-03-20","111.21"
"2015-03-23","111.29"
"2015-03-24","111.51"
"2015-03-25","111.31"
"2015-03-26","110.88"
"2015-03-27","111.24"
"2015-03-30","111.20"
"2015-03-31","111.36"
"2015-04-01","111.50"
"2015-04-02","111.31"
"2015-04-06","111.36"
"2015-04-07","111.44"
"2015-04-08","111.47"
"2015-04-09","111.17"
"2015-04-10","111.19"
"2015-04-13","111.30"
"2015-04-14","111.47"
"2015-04-15","111.48"
"2015-04-16","111.56"
"2015-04-17","111.67"
"2015-04-20","111.45"
"2015-04-21","111.40"
"2015-04-22","111.14"
"2015-04-23","111.27"
"2015-04-24","111.41"
"2015-04-27","111.40"
"2015-04-28","111.12"
"2015-04-29","110.82"
"2015-04-30","110.75"
"2015-05-01","110.19"
"2015-05-04","110.08"
"2015-05-05","109.89"
"2015-05-06","109.60"
"2015-05-07","109.85"
"2015-05-08","110.08"
"2015-05-11","109.47"
"2015-05-12","109.53"
"2015-05-13","109.44"
"2015-05-14","109.63"
"2015-05-15","110.11"
"2015-05-18","109.71"
"2015-05-19","109.51"
"2015-05-20","109.54"
"2015-05-21","109.83"
"2015-05-22","109.59"
"2015-05-26","110.03"
"2015-05-27","110.05"
"2015-05-28","110.08"
"2015-05-29","110.25"
"2015-06-01","109.54"
"2015-06-02","109.19"
"2015-06-03","108.73"
"2015-06-04","109.05"
"2015-06-05","108.56"
"2015-06-08","108.71"
"2015-06-09","108.47"
"2015-06-10","108.15"
"2015-06-11","108.65"
"2015-06-12","108.60"
"2015-06-15","108.68"
"2015-06-16","108.85"
"2015-06-17","108.92"
"2015-06-18","108.75"
"2015-06-19","109.15"
"2015-06-22","108.69"
"2015-06-23","108.46"
"2015-06-24","108.68"
"2015-06-25","108.58"
"2015-06-26","108.16"
"2015-06-29","108.79"
"2015-06-30","108.83"
"2015-07-01","108.19"
"2015-07-02","108.38"
"2015-07-06","108.94"
"2015-07-07","109.16"
"2015-07-08","109.29"
"2015-07-09","108.82"
"2015-07-10","108.26"
"2015-07-13","108.25"
"2015-07-14","108.41"
"2015-07-15","108.66"
"2015-07-16","108.65"
