date,equity_return,bond_return,roro,roro_ma,sentiment_return,composite_signal,equity_position,nav,benchmark_nav
2014-02-03,-0.024442647450679478,0.005435383213340472,0.7524786205339475,0.7224641955032755,-0.01768930076722083,0,0.5,0.9904963678813306,0.9904963678813306
2014-03-03,-0.00019414454279138572,0.0049461809833464265,0.7048942324024962,0.7050948768561757,-0.00013852723717274073,-2,0.3,0.9928498052985352,0.9928498052985352
2014-04-01,0.012474784259313986,-0.0020684584793442262,0.5906649624292735,0.6461919390997217,0.007286411028216311,0,0.5,0.995127913416496,0.9980157645607932
2014-05-01,0.001494774480645611,0.0028792146245526506,0.6275175242959505,0.6308097051270891,0.000961373886082649,0,0.5,0.9973042527422773,1.0001984196012959
2014-06-02,-0.00027483396492611334,-0.004575942198384864,0.6566044669538237,0.6401297559061582,-0.00018067850285400443,0,0.5,0.9948854028938918,0.9977725502751043
2014-07-01,0.006071414242462547,-0.0032686136343856864,0.5786389163429655,0.5668362962315369,0.0035369246812511717,2,1.0,0.9962796355999907,0.9991708290304209
2014-08-01,-0.007270663180044745,0.0058850895446114215,0.6933113653413284,0.6675429253214935,-0.00519569870134986,0,0.5,0.9890360219364054,0.9984786166514216
2014-09-01,0.00880303798312528,-0.006388139093745804,0.6529621736072626,0.6988098477242501,0.006255463624048116,0,0.5,0.9902302329318705,0.9996842291026318
2014-10-01,-0.014558189061009363,0.008401958112418617,0.6779227561943068,0.6106213355552862,-0.010365828358178777,0,0.5,0.9871821899287678,0.9966070856076219
2014-11-03,0.0021522838044238934,-0.00037198874412402994,0.6881443850129859,0.739876242903449,0.0014587772237421722,-2,0.3,0.9880609277169409,0.9974942129434055
2014-12-01,-0.011079601864133704,-0.0024530667245931115,0.5586812732555677,0.6901362368303078,-0.0066470958814021375,-2,0.3,0.9830800856394006,0.9907448336419376
2015-01-02,0.000878129770301069,0.005095226630859928,0.5319753344885783,0.5455916100421294,0.0004676089901181649,-2,0.3,0.9868453782891703,0.9937038696389137
2015-02-02,-0.0008116271332058611,-0.0012508763758164454,0.6673123891194563,0.6009284573935746,-0.0005204445564418832,2,1.0,0.9857409980443809,0.992679110779884
2015-03-02,0.01005151412305465,-0.007443804575482327,0.5799971913936021,0.6645495209014771,0.006678853038968073,0,0.5,0.9956491876078979,0.9939734201773123
2015-04-01,0.008594432384034434,0.004759373348279805,0.7800257652997414,0.6166421863194507,0.0068712585205929185,2,1.0,1.002297040522324,1.0006100841553782
2015-05-01,0.011934358414561586,-0.005467234285668976,0.5325017673799153,0.6330312767222458,0.006433867855876246,0,0.5,1.0142588126417718,1.0038456189648055
2015-06-01,0.022099201398068223,-0.004411668565453497,0.5085546757887288,0.5462696712750581,0.011660208167637595,0,0.5,1.023228680666457,1.0127233951369639
2015-07-01,-0.0234665658575694,-0.005227001057274583,0.6839004011437494,0.6273830331817293,-0.01644271783656901,0,0.5,1.0085486403575117,0.9981940718846686
2015-08-03,-0.013065621909496228,0.0030485817276415528,0.8321041965904905,0.7375142930389692,-0.010438075525139829,0,0.5,1.0034973042296036,0.9931945968209897
2015-09-01,-0.029343858911397947,0.004491887350108081,0.5942293513404431,0.6898494714204297,-0.01770453283787427,-2,0.3,0.991027860996331,0.9808531748834787
2015-10-01,0.0017358254471688817,0.0007801632500743505,0.6073110781480732,0.6082835936785156,0.001047409043751617,-2,0.3,0.9920851508721866,0.9820870826343095
2015-11-02,-0.005696570941049828,-0.0028730700333597925,0.7223010621063941,0.6607031556221294,-0.0036692095048404664,0,0.5,0.9883944747574764,0.9778790157824189
2015-12-01,0.007999446642960106,0.005318903902467698,0.6936672576831535,0.6564361645258636,0.005302158409977505,2,1.0,0.9949763668034685,0.9843908835440229
2016-01-04,-0.04395468637869253,0.004261918828839084,0.7960921328594097,0.6312464762784262,-0.03275600151583565,0,0.5,0.9512424926464111,0.964854284284669
2016-02-01,-0.006280641610322868,-0.0023035681249270468,0.554899684644378,0.6823484057611645,-0.003978393948440275,-2,0.3,0.9471596601134318,0.960713028514542
2016-03-01,0.0218364790197207,-0.007816150516509968,0.7630039333236197,0.6013796435406096,0.016556377504821224,2,1.0,0.9481822500007204,0.9674477846430862
2016-04-01,-0.0007064998917872378,-0.00029034421429963153,0.533754512338493,0.6940481880335138,-0.00037170176943116814,-2,0.3,0.9475123593437003,0.9669655873320522
2016-05-02,0.00832662748169144,-0.002904175032887868,0.544920955749682,0.597346310258864,0.0045611182016091255,0,0.5,0.9479530148627153,0.9695872497905209
2016-06-01,0.001088205193108549,-0.0003380421864866978,0.5407375434427003,0.5311230753164757,0.0005812394245883716,0,0.5,0.9483085745045983,0.9699509240337635
2016-07-01,0.0006619550637698424,0.0026418276378064043,0.7628553853646362,0.602504727038326,0.0005064492346611791,0,0.5,0.9498750772367006,0.9715531775758638
2016-08-01,-0.002153999615427149,-0.0034714697746981438,0.782185383543283,0.7992986057126491,-0.001646742805761762,0,0.5,0.9472033306509817,0.9688204562451979
2016-09-01,-0.000963264318617596,0.0015680022195085908,0.5340496441688625,0.6372248634238404,-0.0005210345677103291,-2,0.3,0.9474897355279291,0.9691133974697229
2016-10-03,0.0023250540556539003,-0.002327296101158005,0.6079378018578813,0.6151681286524108,0.0013995010745666762,0,0.5,0.9466070625664461,0.969112311071555
2016-11-01,0.0026517261628815404,3.653785785240338e-05,0.5868480513279681,0.6122140703451034,0.001571057176782406,0,0.5,0.947879427420481,0.9704149259505069
2016-12-01,-0.0002136269038234051,-0.003814430247635725,0.5585980201888975,0.580524538704485,-0.00011725525319640225,0,0.5,0.9459703711673101,0.9684604825593282
2017-01-03,0.008458885238147574,-0.00047762711049859075,0.5701740685257881,0.5523732814117055,0.004386934787607295,2,1.0,0.9497453880240072,0.972325249108195
2017-02-01,0.001148570454094,-0.0019165249685931807,0.5254732640991217,0.5414190613228937,0.0005997981952515532,0,0.5,0.9508362375156035,0.9719518983258879
2017-03-01,0.006492329320347467,-0.006966444071350164,0.5323347789935308,0.5429894100562594,0.0036307846368101985,0,0.5,0.9506108347726064,0.9717214899597572
2017-04-03,0.0005628732973395056,0.004923109201149245,0.5434921721169709,0.5539547715234837,0.0003054836216053955,0,0.5,0.9532183519738247,0.9743869135034195
2017-05-01,0.004503138660580608,-0.002160737979446603,0.625002259187271,0.5621145231083703,0.002811128048811822,2,1.0,0.9543347616322911,0.9755281157883589
2017-06-01,-0.0009368602353517109,-0.0005232183587833283,0.5978113386466536,0.6331511151991885,-0.0005409501946256941,-2,0.3,0.953440683342904,0.9748159419284391
2017-07-03,0.0006665599747683216,-0.00367349899619962,0.5565524316421433,0.5854559206307582,0.00034345458577892215,0,0.5,0.9511796165870163,0.9733503358811901
2017-08-01,0.004493255649810379,0.002483675651661965,0.5257977517183284,0.5624593468526408,0.00236892860708387,0,0.5,0.9544977740071605,0.9767458350940441
2017-09-01,0.0024868010677717043,-0.002942233849935638,0.7294501199159604,0.6540550851261033,0.0018421755107916216,2,1.0,0.9542804192187678,0.9765234140574721
2017-10-02,0.003534937524841353,-0.001137544053895545,0.8623479673562312,0.7765447466913253,0.003097836538423608,0,0.5,0.9576537408818857,0.9776939694860156
2017-11-01,0.002053355180365979,0.0006033024673997023,0.6083562951640955,0.6673068933537103,0.0011531721147650903,0,0.5,0.9589258199491983,0.9789926685666203
2017-12-01,-0.000537685651467279,0.0036953825455385836,0.5760160640069518,0.6390486406335515,-0.0003253837381414226,0,0.5,0.9604398184908475,0.9805383496210459
2018-01-02,0.013580543959397496,-0.0033153307029262225,0.5588937011441869,0.554510020782141,0.007628307856620318,2,1.0,0.965369378269255,0.98557106725355
2018-02-01,-0.01209566068061596,-0.005158403425354341,0.5382744066722689,0.6222170335256426,-0.006908020227610033,-2,0.3,0.9536925978382529,0.9770685140658589
2018-03-01,0.0002390544158586305,0.004303337442787658,0.525924878459456,0.5416982397464568,0.0001302815890108927,0,0.5,0.9566338359119491,0.9792876280976751
2018-04-02,-0.01180135174175001,0.0010199208671939353,0.6536986533208141,0.576877632885246,-0.007453293001047972,0,0.5,0.951476895124876,0.9740085671633535
2018-05-01,0.00583351748421479,-0.0015667763927944556,0.6737668040653196,0.6836897570671259,0.004065174125480967,0,0.5,0.9535067479078593,0.9760864883518092
2018-06-01,0.001410776446817863,-0.00369455143319819,0.6313222908710601,0.5720407310285385,0.0008861085412765211,0,0.5,0.9524179504777509,0.9749719073984885
2018-07-02,-0.007798237289308285,-0.0006838825607090593,0.7460051676464343,0.6633700035811072,-0.005856142870511851,0,0.5,0.9483786888761209,0.9708369931140115
2018-08-01,-0.008088460014749698,-0.002362232137986031,0.6759050826996915,0.7623437777827832,-0.005553051337284359,-2,0.3,0.9434230820152911,0.9657640338412504
2018-09-03,-0.0036268677936968827,-0.0022858418952101944,0.7017261766465096,0.6248736594362594,-0.00260089479075273,2,1.0,0.9408870195736485,0.9629088926612048
2018-10-01,0.0012581675735418019,-0.002535268710430527,0.6255764127036526,0.7034485306805427,0.0008072550618186177,-2,0.3,0.9420708131120423,0.962294026640436
2018-11-01,0.01186333160089128,0.0008560457827571089,0.7897624909746216,0.6723251058284567,0.008902527446417553,0,0.5,0.9459881616689194,0.9684139170798711
